"","geoid","name","puma","at_risk","food_insec","food_sec","tot_hh","at_risk_pc","insecure_pc","secure_pc","median_income","moe_median_income"
"138","51059460503","Census Tract 4605.03, Fairfax County, Virginia","59305",34,207,979,1220,0.0278688524590164,0.169672131147541,0.802459016393443,146741,47600
"139","51059460504","Census Tract 4605.04, Fairfax County, Virginia","59305",50,211,964,1225,0.0408163265306122,0.172244897959184,0.786938775510204,186943,34947
"140","51059460600","Census Tract 4606, Fairfax County, Virginia","59305",50,53,1111,1214,0.0411861614497529,0.0436573311367381,0.915156507413509,217321,24532
"141","51059460701","Census Tract 4607.01, Fairfax County, Virginia","59305",82,172,753,1007,0.0814299900695134,0.170804369414101,0.747765640516385,130978,21384
"142","51059460702","Census Tract 4607.02, Fairfax County, Virginia","59305",59,140,1236,1435,0.0411149825783972,0.0975609756097561,0.861324041811847,202083,43598
"143","51059460800","Census Tract 4608, Fairfax County, Virginia","59305",38,295,907,1240,0.0306451612903226,0.237903225806452,0.731451612903226,144917,61133
"144","51059460900","Census Tract 4609, Fairfax County, Virginia","59305",28,131,665,824,0.0339805825242718,0.158980582524272,0.807038834951456,185536,42556
"145","51059461000","Census Tract 4610, Fairfax County, Virginia","59305",21,92,638,751,0.0279627163781625,0.122503328894807,0.849533954727031,173750,26781
"146","51059461100","Census Tract 4611, Fairfax County, Virginia","59305",60,438,1978,2476,0.024232633279483,0.176898222940226,0.798869143780291,172925,12443
"147","51059461201","Census Tract 4612.01, Fairfax County, Virginia","59305",20,76,1268,1364,0.0146627565982405,0.0557184750733138,0.929618768328446,249177,17304
"148","51059461202","Census Tract 4612.02, Fairfax County, Virginia","59305",102,462,1754,2318,0.0440034512510785,0.199309749784297,0.756686798964625,130318,20223
"149","51059461500","Census Tract 4615, Fairfax County, Virginia","59305",55,151,2254,2460,0.0223577235772358,0.0613821138211382,0.916260162601626,187517,25132
"150","51059461603","Census Tract 4616.03, Fairfax County, Virginia","59305",98,380,1530,2008,0.048804780876494,0.189243027888446,0.76195219123506,111373,23550
"151","51059461604","Census Tract 4616.04, Fairfax County, Virginia","59305",40,126,570,736,0.0543478260869565,0.171195652173913,0.77445652173913,150703,21899
"152","51059461605","Census Tract 4616.05, Fairfax County, Virginia","59305",51,333,1564,1948,0.0261806981519507,0.170944558521561,0.802874743326489,127726,19562
"153","51059461606","Census Tract 4616.06, Fairfax County, Virginia","59305",95,153,807,1055,0.0900473933649289,0.145023696682464,0.764928909952607,99904,25070
"154","51059461700","Census Tract 4617, Fairfax County, Virginia","59305",140,526,1702,2368,0.0591216216216216,0.222128378378378,0.71875,126103,29031
"155","51059461801","Census Tract 4618.01, Fairfax County, Virginia","59305",39,66,578,683,0.0571010248901903,0.0966325036603221,0.846266471449488,102347,31052
"156","51059461802","Census Tract 4618.02, Fairfax County, Virginia","59305",145,484,1719,2348,0.0617546848381601,0.206132879045997,0.732112436115843,104071,19159
"157","51059461901","Census Tract 4619.01, Fairfax County, Virginia","59305",82,489,686,1257,0.0652346857597454,0.389021479713604,0.545743834526651,77813,14792
"158","51059461902","Census Tract 4619.02, Fairfax County, Virginia","59305",90,253,94,437,0.205949656750572,0.578947368421053,0.215102974828375,54625,7079
"159","51059470100","Census Tract 4701, Fairfax County, Virginia","59308",15,33,792,840,0.0178571428571429,0.0392857142857143,0.942857142857143,250001,NA
"160","51059470300","Census Tract 4703, Fairfax County, Virginia","59308",24,99,926,1049,0.0228789323164919,0.0943755958055291,0.882745471877979,250001,NA
"161","51059470400","Census Tract 4704, Fairfax County, Virginia","59308",47,172,1358,1577,0.0298034242232086,0.109067850348763,0.861128725428028,242303,43797
"162","51059470500","Census Tract 4705, Fairfax County, Virginia","59308",107,386,1450,1943,0.0550694801852805,0.198661863098302,0.746268656716418,183417,48839
"163","51059470600","Census Tract 4706, Fairfax County, Virginia","59308",26,261,821,1108,0.0234657039711191,0.235559566787004,0.740974729241877,163092,23224
"164","51059470700","Census Tract 4707, Fairfax County, Virginia","59308",60,147,1556,1763,0.0340328984685196,0.0833806012478729,0.882586500283608,199167,33039
"165","51059470800","Census Tract 4708, Fairfax County, Virginia","59308",58,158,735,951,0.0609884332281809,0.166140904311251,0.772870662460568,166528,16190
"166","51059470900","Census Tract 4709, Fairfax County, Virginia","59308",68,356,2229,2653,0.025631360723709,0.134187712024124,0.840180927252167,195599,28067
"167","51059471000","Census Tract 4710, Fairfax County, Virginia","59308",38,79,725,842,0.0451306413301663,0.0938242280285036,0.86104513064133,168125,40547
"168","51059471100","Census Tract 4711, Fairfax County, Virginia","59308",139,529,1528,2196,0.0632969034608379,0.240892531876138,0.695810564663024,135691,25402
"169","51059471201","Census Tract 4712.01, Fairfax County, Virginia","59308",114,262,1189,1565,0.0728434504792332,0.16741214057508,0.759744408945687,115430,13104
"170","51059471203","Census Tract 4712.03, Fairfax County, Virginia","59308",19,187,886,1092,0.0173992673992674,0.171245421245421,0.811355311355311,134252,35314
"171","51059471204","Census Tract 4712.04, Fairfax County, Virginia","59308",108,189,1292,1589,0.0679672750157332,0.118942731277533,0.813089993706734,103120,13893
"172","51059471301","Census Tract 4713.01, Fairfax County, Virginia","59308",198,334,998,1530,0.129411764705882,0.218300653594771,0.652287581699346,97375,13623
"173","51059471303","Census Tract 4713.03, Fairfax County, Virginia","59308",176,363,1096,1635,0.107645259938838,0.222018348623853,0.670336391437309,97522,17229
"174","51059471304","Census Tract 4713.04, Fairfax County, Virginia","59308",11,133,536,680,0.0161764705882353,0.195588235294118,0.788235294117647,184926,32809
"175","51059471401","Census Tract 4714.01, Fairfax County, Virginia","59308",107,268,888,1263,0.0847189231987332,0.212193190815519,0.703087885985748,116683,21233
"176","51059471402","Census Tract 4714.02, Fairfax County, Virginia","59308",134,394,881,1409,0.0951029098651526,0.279630943931867,0.625266146202981,76986,27896
"177","51059480100","Census Tract 4801, Fairfax County, Virginia","59308",40,97,1143,1280,0.03125,0.07578125,0.89296875,250001,NA
"178","51059480201","Census Tract 4802.01, Fairfax County, Virginia","59308",35,129,1287,1451,0.0241212956581668,0.0889042039972433,0.88697450034459,250001,NA
"179","51059480203","Census Tract 4802.03, Fairfax County, Virginia","59305",42,325,885,1252,0.0335463258785942,0.259584664536741,0.706869009584665,90469,15840
"180","51059480204","Census Tract 4802.04, Fairfax County, Virginia","59308",128,379,1290,1797,0.0712298274902615,0.210907067334446,0.717863105175292,87868,12448
"181","51059480205","Census Tract 4802.05, Fairfax County, Virginia","59308",64,142,1099,1305,0.0490421455938697,0.108812260536398,0.842145593869732,99167,12109
"182","51059480301","Census Tract 4803.01, Fairfax County, Virginia","59308",43,85,896,1024,0.0419921875,0.0830078125,0.875,210341,54829
"183","51059480302","Census Tract 4803.02, Fairfax County, Virginia","59308",21,136,1351,1508,0.0139257294429708,0.0901856763925729,0.895888594164456,250001,NA
"184","51059480401","Census Tract 4804.01, Fairfax County, Virginia","59308",36,119,1263,1418,0.0253878702397743,0.0839210155148096,0.890691114245416,247448,22793
"185","51059480402","Census Tract 4804.02, Fairfax County, Virginia","59308",74,192,1482,1748,0.0423340961098398,0.109839816933638,0.847826086956522,217639,26112
"186","51059480501","Census Tract 4805.01, Fairfax County, Virginia","59307",26,56,862,944,0.0275423728813559,0.0593220338983051,0.913135593220339,236829,15341
"187","51059480502","Census Tract 4805.02, Fairfax County, Virginia","59307",91,125,1535,1751,0.0519703026841805,0.0713877784123358,0.876641918903484,165795,23684
"188","51059480503","Census Tract 4805.03, Fairfax County, Virginia","59307",48,56,1037,1141,0.042068361086766,0.049079754601227,0.908851884312007,171723,10370
"189","51059480504","Census Tract 4805.04, Fairfax County, Virginia","59307",35,155,533,723,0.0484094052558783,0.214384508990318,0.737206085753804,147361,29179
"190","51059480505","Census Tract 4805.05, Fairfax County, Virginia","59307",68,189,1158,1415,0.0480565371024735,0.13356890459364,0.818374558303887,120985,5426
"191","51059480801","Census Tract 4808.01, Fairfax County, Virginia","59307",168,226,1371,1765,0.0951841359773371,0.128045325779037,0.776770538243626,137131,20415
"192","51059480802","Census Tract 4808.02, Fairfax County, Virginia","59307",95,234,983,1312,0.0724085365853658,0.178353658536585,0.749237804878049,135208,28939
"193","51059480901","Census Tract 4809.01, Fairfax County, Virginia","59307",183,476,974,1633,0.112063686466626,0.291488058787508,0.596448254745866,108056,23319
"194","51059480902","Census Tract 4809.02, Fairfax County, Virginia","59307",122,400,806,1328,0.0918674698795181,0.301204819277108,0.606927710843373,100610,13409
"195","51059480903","Census Tract 4809.03, Fairfax County, Virginia","59307",112,342,861,1315,0.085171102661597,0.260076045627376,0.654752851711027,99321,11288
"196","51059481000","Census Tract 4810, Fairfax County, Virginia","59307",328,385,1032,1745,0.187965616045845,0.220630372492837,0.591404011461318,89752,14775
"197","51059481101","Census Tract 4811.01, Fairfax County, Virginia","59307",119,152,857,1128,0.105496453900709,0.134751773049645,0.759751773049645,105353,3269
"198","51059481102","Census Tract 4811.02, Fairfax County, Virginia","59307",123,202,989,1314,0.0936073059360731,0.153729071537291,0.752663622526636,128929,14888
"199","51059481103","Census Tract 4811.03, Fairfax County, Virginia","59307",133,277,678,1088,0.122242647058824,0.254595588235294,0.623161764705882,100714,15763
"200","51059481104","Census Tract 4811.04, Fairfax County, Virginia","59307",108,170,703,981,0.110091743119266,0.17329255861366,0.716615698267074,104710,16854
"201","51059481105","Census Tract 4811.05, Fairfax County, Virginia","59307",41,114,1419,1574,0.0260482846251588,0.0724269377382465,0.901524777636595,214375,19142
"202","51059481106","Census Tract 4811.06, Fairfax County, Virginia","59307",111,198,1510,1819,0.0610225398570643,0.108851017042331,0.830126443100605,190536,16609
"203","51059481201","Census Tract 4812.01, Fairfax County, Virginia","59307",15,34,301,350,0.0428571428571429,0.0971428571428571,0.86,169375,32934
"204","51059481202","Census Tract 4812.02, Fairfax County, Virginia","59307",294,600,912,1806,0.162790697674419,0.332225913621262,0.504983388704319,75659,20544
"205","51059481400","Census Tract 4814, Fairfax County, Virginia","59307",174,445,1941,2560,0.06796875,0.173828125,0.758203125,138594,13025
"206","51059481500","Census Tract 4815, Fairfax County, Virginia","59305",28,64,638,730,0.0383561643835616,0.0876712328767123,0.873972602739726,179688,32063
"207","51059481600","Census Tract 4816, Fairfax County, Virginia","59305",14,63,1006,1083,0.012927054478301,0.0581717451523546,0.928901200369344,250001,NA
"208","51059481701","Census Tract 4817.01, Fairfax County, Virginia","59305",54,97,1645,1796,0.0300668151447661,0.0540089086859688,0.915924276169265,228676,25064
"209","51059481702","Census Tract 4817.02, Fairfax County, Virginia","59305",93,370,1484,1947,0.0477657935285054,0.190035952747817,0.762198253723677,113090,14650
"210","51059481900","Census Tract 4819, Fairfax County, Virginia","59307",150,394,1439,1983,0.075642965204236,0.198688855269793,0.725668179525971,140446,20343
"211","51059482001","Census Tract 4820.01, Fairfax County, Virginia","59307",83,86,1511,1680,0.0494047619047619,0.0511904761904762,0.899404761904762,201552,27083
"212","51059482002","Census Tract 4820.02, Fairfax County, Virginia","59307",72,168,1507,1747,0.0412135088723526,0.0961648540354894,0.862621637092158,125720,10238
"213","51059482100","Census Tract 4821, Fairfax County, Virginia","59307",125,463,960,1548,0.080749354005168,0.299095607235142,0.62015503875969,90093,18409
"214","51059482201","Census Tract 4822.01, Fairfax County, Virginia","59307",98,280,493,871,0.112514351320321,0.321469575200919,0.56601607347876,84632,15567
"215","51059482203","Census Tract 4822.03, Fairfax County, Virginia","59307",75,463,2039,2577,0.0291036088474971,0.179666278618549,0.791230112533954,140509,29656
"216","51059482204","Census Tract 4822.04, Fairfax County, Virginia","59307",42,190,1022,1254,0.0334928229665072,0.151515151515152,0.814992025518341,130250,24403
"217","51059482205","Census Tract 4822.05, Fairfax County, Virginia","59307",45,79,684,808,0.0556930693069307,0.0977722772277228,0.846534653465347,166741,26667
"218","51059482206","Census Tract 4822.06, Fairfax County, Virginia","59307",10,160,329,499,0.0200400801603206,0.32064128256513,0.659318637274549,106893,12878
"219","51059482301","Census Tract 4823.01, Fairfax County, Virginia","59307",111,298,2035,2444,0.045417348608838,0.121931260229133,0.832651391162029,140779,7643
"220","51059482302","Census Tract 4823.02, Fairfax County, Virginia","59307",276,470,822,1568,0.176020408163265,0.299744897959184,0.524234693877551,82468,13438
"221","51059482303","Census Tract 4823.03, Fairfax County, Virginia","59307",106,221,1247,1574,0.0673443456162643,0.140406607369759,0.792249047013977,123750,9397
"222","51059482400","Census Tract 4824, Fairfax County, Virginia","59307",34,63,658,755,0.0450331125827815,0.0834437086092715,0.871523178807947,236713,8707
"223","51059482502","Census Tract 4825.02, Fairfax County, Virginia","59307",42,81,781,904,0.0464601769911504,0.0896017699115044,0.863938053097345,172791,16592
"224","51059482503","Census Tract 4825.03, Fairfax County, Virginia","59307",48,191,1255,1494,0.0321285140562249,0.127844712182062,0.840026773761714,203611,42735
"225","51059482504","Census Tract 4825.04, Fairfax County, Virginia","59307",107,68,1601,1776,0.0602477477477477,0.0382882882882883,0.901463963963964,224423,58057
"226","51059482505","Census Tract 4825.05, Fairfax County, Virginia","59307",41,104,746,891,0.0460157126823793,0.11672278338945,0.837261503928171,175391,45424
"227","51059482506","Census Tract 4825.06, Fairfax County, Virginia","59307",115,268,1211,1594,0.0721455457967378,0.168130489335006,0.759723964868256,112542,23260
"228","51059482507","Census Tract 4825.07, Fairfax County, Virginia","59307",191,274,941,1406,0.135846372688478,0.194879089615932,0.66927453769559,98105,31431
"229","51059482601","Census Tract 4826.01, Fairfax County, Virginia","59307",115,172,1952,2239,0.0513622152746762,0.0768200089325592,0.871817775792765,161917,31507
"230","51059482603","Census Tract 4826.03, Fairfax County, Virginia","59307",46,123,857,1026,0.0448343079922027,0.119883040935673,0.835282651072125,139485,53371
"231","51059482604","Census Tract 4826.04, Fairfax County, Virginia","59307",49,70,1218,1337,0.0366492146596859,0.0523560209424084,0.910994764397906,197154,26225
"232","51059490101","Census Tract 4901.01, Fairfax County, Virginia","59309",83,679,1293,2055,0.0403892944038929,0.330413625304136,0.629197080291971,124803,19247
"233","51059490104","Census Tract 4901.04, Fairfax County, Virginia","59309",67,390,458,915,0.073224043715847,0.426229508196721,0.500546448087432,87159,27171
"234","51059490105","Census Tract 4901.05, Fairfax County, Virginia","59309",89,204,614,907,0.0981256890848953,0.224917309812569,0.676957001102536,109320,27897
"235","51059490501","Census Tract 4905.01, Fairfax County, Virginia","59304",112,351,713,1176,0.0952380952380952,0.298469387755102,0.606292517006803,99491,15256
"236","51059490502","Census Tract 4905.02, Fairfax County, Virginia","59304",94,373,1599,2066,0.0454985479186834,0.18054211035818,0.773959341723137,180809,27811
"237","51059491000","Census Tract 4910, Fairfax County, Virginia","59309",32,57,512,601,0.0532445923460899,0.0948419301164725,0.851913477537438,228438,55507
"238","51059491101","Census Tract 4911.01, Fairfax County, Virginia","59309",25,127,1062,1214,0.0205930807248764,0.104612850082372,0.874794069192751,194583,26637
"239","51059491102","Census Tract 4911.02, Fairfax County, Virginia","59309",66,199,739,1004,0.0657370517928287,0.198207171314741,0.73605577689243,131964,15652
"240","51059491103","Census Tract 4911.03, Fairfax County, Virginia","59309",152,385,1257,1794,0.084726867335563,0.214604236343367,0.70066889632107,120845,8849
"241","51059491201","Census Tract 4912.01, Fairfax County, Virginia","59309",131,700,1404,2235,0.0586129753914989,0.313199105145414,0.628187919463087,106455,19215
"242","51059491202","Census Tract 4912.02, Fairfax County, Virginia","59309",119,210,416,745,0.159731543624161,0.281879194630872,0.558389261744966,81875,14708
"243","51059491301","Census Tract 4913.01, Fairfax County, Virginia","59309",185,615,1045,1845,0.100271002710027,0.333333333333333,0.56639566395664,102969,19742
"244","51059491302","Census Tract 4913.02, Fairfax County, Virginia","59309",81,273,874,1228,0.0659609120521173,0.222312703583062,0.711726384364821,116250,38833
"245","51059491303","Census Tract 4913.03, Fairfax County, Virginia","59309",121,425,801,1347,0.0898292501855976,0.315515961395694,0.594654788418708,98060,11224
"246","51059491401","Census Tract 4914.01, Fairfax County, Virginia","59304",180,429,1121,1730,0.104046242774566,0.247976878612717,0.647976878612717,101507,12254
"247","51059491402","Census Tract 4914.02, Fairfax County, Virginia","59304",202,267,817,1286,0.157076205287714,0.207620528771384,0.635303265940902,108125,18150
"248","51059491403","Census Tract 4914.03, Fairfax County, Virginia","59304",64,84,1016,1164,0.0549828178694158,0.0721649484536082,0.872852233676976,227019,31215
"249","51059491404","Census Tract 4914.04, Fairfax County, Virginia","59304",41,207,999,1247,0.032878909382518,0.165998396150762,0.80112269446672,141825,11525
"250","51059491405","Census Tract 4914.05, Fairfax County, Virginia","59304",33,81,655,769,0.0429128738621586,0.105331599479844,0.851755526657997,206200,26976
"251","51059491501","Census Tract 4915.01, Fairfax County, Virginia","59309",163,431,1473,2067,0.0788582486695694,0.208514755684567,0.712626995645864,125889,29019
"252","51059491502","Census Tract 4915.02, Fairfax County, Virginia","59309",61,162,1821,2044,0.0298434442270059,0.0792563600782779,0.890900195694716,208691,20305
"253","51059491601","Census Tract 4916.01, Fairfax County, Virginia","59309",115,529,888,1532,0.075065274151436,0.345300261096606,0.579634464751958,88993,18219
"254","51059491602","Census Tract 4916.02, Fairfax County, Virginia","59309",137,348,1126,1611,0.08504034761018,0.216014897579143,0.698944754810677,130000,23896
"255","51059491701","Census Tract 4917.01, Fairfax County, Virginia","59309",174,349,1371,1894,0.0918690601900739,0.184266103484688,0.723864836325238,111445,18309
"256","51059491703","Census Tract 4917.03, Fairfax County, Virginia","59309",208,679,1924,2811,0.0739950195659907,0.241551049448595,0.684453930985414,94306,17225
"257","51059491704","Census Tract 4917.04, Fairfax County, Virginia","59309",163,443,1617,2223,0.0733243364822312,0.199280251911831,0.727395411605938,116813,32271
"258","51059491705","Census Tract 4917.05, Fairfax County, Virginia","59309",49,129,741,919,0.0533188248095756,0.140369967355822,0.806311207834603,193750,38996
"259","51059491706","Census Tract 4917.06, Fairfax County, Virginia","59309",132,345,812,1289,0.102404965089216,0.267649340574088,0.629945694336695,75888,12683
"260","51059491707","Census Tract 4917.07, Fairfax County, Virginia","59309",132,288,1224,1644,0.0802919708029197,0.175182481751825,0.744525547445255,135588,23304
"261","51059491801","Census Tract 4918.01, Fairfax County, Virginia","59309",86,417,664,1167,0.0736932305055698,0.3573264781491,0.56898029134533,82383,16424
"262","51059491802","Census Tract 4918.02, Fairfax County, Virginia","59309",65,187,796,1048,0.0620229007633588,0.178435114503817,0.759541984732824,118333,12914
"263","51059491803","Census Tract 4918.03, Fairfax County, Virginia","59309",189,493,1697,2379,0.0794451450189155,0.207229928541404,0.71332492643968,110527,9415
"264","51059492000","Census Tract 4920, Fairfax County, Virginia","59304",85,174,1901,2160,0.0393518518518519,0.0805555555555556,0.880092592592593,230656,19037
"265","51059492100","Census Tract 4921, Fairfax County, Virginia","59304",85,276,1543,1904,0.0446428571428571,0.144957983193277,0.810399159663866,189611,44008
"266","51059492201","Census Tract 4922.01, Fairfax County, Virginia","59304",40,121,809,970,0.0412371134020619,0.124742268041237,0.834020618556701,215714,49630
"267","51059492202","Census Tract 4922.02, Fairfax County, Virginia","59304",187,173,1727,2087,0.0896022999520843,0.0828941063727839,0.827503593675132,210833,37666
"268","51059492203","Census Tract 4922.03, Fairfax County, Virginia","59304",59,91,947,1097,0.0537830446672744,0.0829535095715588,0.863263445761167,211771,12435
"269","51059492300","Census Tract 4923, Fairfax County, Virginia","59304",200,188,706,1094,0.182815356489945,0.171846435100548,0.645338208409506,112305,23718
"270","51059492400","Census Tract 4924, Fairfax County, Virginia","59304",230,420,961,1611,0.142768466790813,0.260707635009311,0.596523898199876,111971,14642
"271","51059492500","Census Tract 4925, Fairfax County, Virginia","59304",64,132,1177,1373,0.0466132556445739,0.0961398397669337,0.857246904588492,191953,31889
"272","51059980100","Census Tract 9801, Fairfax County, Virginia","59306",0,0,5,5,0,0,1,NA,NA
"273","51059980200","Census Tract 9802, Fairfax County, Virginia","59307",0,0,0,0,NA,NA,NA,NA,NA
"274","51059980300","Census Tract 9803, Fairfax County, Virginia","59308",0,0,0,0,NA,NA,NA,NA,NA
